arm,condition,model_tag,graph,n_total,n_success,n_failed,directed_f1_mean,directed_f1_sd,directed_f1_ci95_lo,directed_f1_ci95_hi,compelled_f1_mean,compelled_f1_sd,compelled_f1_ci95_lo,compelled_f1_ci95_hi,skeleton_f1_mean,skeleton_f1_sd,skeleton_f1_ci95_lo,skeleton_f1_ci95_hi,dag_shd_mean,dag_shd_sd,dag_shd_ci95_lo,dag_shd_ci95_hi,efficiency_mean,efficiency_sd,efficiency_ci95_lo,efficiency_ci95_hi,interventions_used_mean,interventions_used_sd,interventions_used_ci95_lo,interventions_used_ci95_hi,steps_taken_mean,steps_taken_sd,steps_taken_ci95_lo,steps_taken_ci95_hi,n_hypotheses_mean,n_hypotheses_sd,n_hypotheses_ci95_lo,n_hypotheses_ci95_hi,truth_in_hypotheses_mean,truth_in_hypotheses_sd,truth_in_hypotheses_ci95_lo,truth_in_hypotheses_ci95_hi,best_f1_in_hypotheses_mean,best_f1_in_hypotheses_sd,best_f1_in_hypotheses_ci95_lo,best_f1_in_hypotheses_ci95_hi,truth_rank_final_mean,truth_rank_final_sd,truth_rank_final_ci95_lo,truth_rank_final_ci95_hi,entropy_initial_nats_mean,entropy_initial_nats_sd,entropy_initial_nats_ci95_lo,entropy_initial_nats_ci95_hi,entropy_final_nats_mean,entropy_final_nats_sd,entropy_final_nats_ci95_lo,entropy_final_nats_ci95_hi,map_weight_final_mean,map_weight_final_sd,map_weight_final_ci95_lo,map_weight_final_ci95_hi,proposed_raw_mean,proposed_raw_sd,proposed_raw_ci95_lo,proposed_raw_ci95_hi,proposed_valid_unique_mean,proposed_valid_unique_sd,proposed_valid_unique_ci95_lo,proposed_valid_unique_ci95_hi,pc_skeleton_f1_ceiling_mean,pc_skeleton_f1_ceiling_sd,pc_skeleton_f1_ceiling_ci95_lo,pc_skeleton_f1_ceiling_ci95_hi,prompt_tokens_mean,prompt_tokens_sd,prompt_tokens_ci95_lo,prompt_tokens_ci95_hi,completion_tokens_mean,completion_tokens_sd,completion_tokens_ci95_lo,completion_tokens_ci95_hi,total_tokens_mean,total_tokens_sd,total_tokens_ci95_lo,total_tokens_ci95_hi,cost_usd_mean,cost_usd_sd,cost_usd_ci95_lo,cost_usd_ci95_hi,llm_calls_mean,llm_calls_sd,llm_calls_ci95_lo,llm_calls_ci95_hi,llm_repair_calls_mean,llm_repair_calls_sd,llm_repair_calls_ci95_lo,llm_repair_calls_ci95_hi,wall_sec_mean,wall_sec_sd,wall_sec_ci95_lo,wall_sec_ci95_hi,repair_remove_mean,repair_remove_sd,repair_remove_ci95_lo,repair_remove_ci95_hi,repair_add_mean,repair_add_sd,repair_add_ci95_lo,repair_add_ci95_hi,edits_correct_remove_mean,edits_correct_remove_sd,edits_correct_remove_ci95_lo,edits_correct_remove_ci95_hi,edits_correct_add_mean,edits_correct_add_sd,edits_correct_add_ci95_lo,edits_correct_add_ci95_hi
probe,anon,gpt-5.4-mini,asia,12,12,0,0.870479,0.136084,0.793482,0.947476,0.861111,0.158025,0.7717,0.950522,0.912146,0.053211,0.882039,0.942253,1.75,1.422226,0.9453,2.5547,0.805556,0.171643,0.708439,0.902672,2.5,0.6742,2.118536,2.881464,2.5,0.6742,2.118536,2.881464,48.0,0.0,48.0,48.0,0.166667,0.389249,-0.053572,0.386905,0.945098,0.025743,0.930532,0.959663,-0.666667,0.778499,-1.107144,-0.226189,2.274843,0.432201,2.030302,2.519384,0.076444,0.1204,0.008321,0.144567,0.982051,0.030299,0.964908,0.999194,,,,,,,,,0.940237,0.032727,0.92172,0.958753,1119.25,2.094365,1118.065002,1120.434998,253.583333,53.903041,223.084817,284.08185,1372.833333,54.398919,1342.054247,1403.612419,0.001981,0.000243,0.001843,0.002118,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.284917,0.513445,2.994408,3.575425,2.833333,1.114641,2.202666,3.464001,2.833333,1.114641,2.202666,3.464001,0.083333,0.288675,-0.08,0.246667,0.083333,0.288675,-0.08,0.246667
probe,anon,gpt-5.4-mini,cancer,12,12,0,0.924603,0.067725,0.886284,0.962922,0.952381,0.070338,0.912583,0.992178,0.924603,0.067725,0.886284,0.962922,0.583333,0.514929,0.291985,0.874682,0.083333,0.288675,-0.08,0.246667,0.916667,0.288675,0.753333,1.08,0.916667,0.288675,0.753333,1.08,44.0,7.816067,39.577644,48.422356,0.5,0.522233,0.204519,0.795481,0.933863,0.069957,0.894281,0.973444,0.083333,1.1645,-0.575545,0.742211,1.315917,0.771878,0.879186,1.752648,0.55356,0.319334,0.37288,0.73424,0.782066,0.17424,0.68348,0.880651,,,,,,,,,0.901124,0.080856,0.855376,0.946873,699.5,2.153222,698.2817,700.7183,168.5,49.522263,140.480142,196.519858,868.0,49.121371,840.206968,895.793032,0.001283,0.000223,0.001157,0.001409,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.257833,0.671031,1.878162,2.637505,1.5,1.243163,0.796614,2.203386,1.916667,0.900337,1.407253,2.42608,0.166667,0.389249,-0.053572,0.386905,0.166667,0.389249,-0.053572,0.386905
probe,anon,gpt-5.4-mini,earthquake,12,12,0,0.921958,0.069834,0.882445,0.96147,0.940476,0.073561,0.898855,0.982097,0.921958,0.069834,0.882445,0.96147,0.583333,0.514929,0.291985,0.874682,0.25,0.452267,-0.005894,0.505894,0.75,0.452267,0.494106,1.005894,0.75,0.452267,0.494106,1.005894,37.333333,12.338656,30.352082,44.314585,0.5,0.522233,0.204519,0.795481,0.931217,0.072371,0.890269,0.972165,0.083333,1.1645,-0.575545,0.742211,0.983347,0.794923,0.533577,1.433118,0.351428,0.234164,0.218937,0.483918,0.905913,0.065545,0.868828,0.942999,,,,,,,,,0.901124,0.080856,0.855376,0.946873,699.5,2.153222,698.2817,700.7183,141.666667,56.748782,109.558021,173.775313,841.166667,56.354129,809.281316,873.052017,0.001162,0.000255,0.001018,0.001306,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.947583,0.485133,1.673093,2.222073,1.0,0.953463,0.460528,1.539472,1.333333,0.984732,0.776169,1.890498,0.166667,0.389249,-0.053572,0.386905,0.083333,0.288675,-0.08,0.246667
probe,anon,gpt-5.4-mini,sachs,12,12,0,0.489953,0.103267,0.431524,0.548382,1.0,0.0,1.0,1.0,0.741393,0.079717,0.696289,0.786497,10.666667,1.556998,9.785712,11.547621,0.958333,0.097312,0.903274,1.013393,2.666667,0.887625,2.164445,3.168888,2.666667,0.887625,2.164445,3.168888,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.54166,0.108655,0.480182,0.603137,-1.0,0.0,-1.0,-1.0,2.771388,0.927152,2.246803,3.295974,1.8e-05,6.4e-05,-1.8e-05,5.4e-05,0.999998,6e-06,0.999995,1.000002,,,,,,,,,0.738085,0.090296,0.686995,0.789175,1719.25,2.050499,1718.089821,1720.410179,253.5,52.602281,223.737458,283.262542,1972.75,52.173008,1943.230342,2002.269658,0.00243,0.000236,0.002296,0.002564,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.944167,1.645316,4.013241,5.875092,3.416667,0.996205,2.853011,3.980323,2.833333,1.527525,1.969055,3.697612,0.166667,0.389249,-0.053572,0.386905,0.833333,0.937437,0.302928,1.363738
probe,anon,gpt-5.4-mini,survey,12,12,0,0.780109,0.23544,0.646896,0.913322,0.822727,0.240101,0.686877,0.958577,0.879856,0.078866,0.835234,0.924479,2.0,1.705606,1.034963,2.965037,0.166667,0.389249,-0.053572,0.386905,0.833333,0.389249,0.613095,1.053572,0.833333,0.389249,0.613095,1.053572,48.0,0.0,48.0,48.0,0.25,0.452267,-0.005894,0.505894,0.908489,0.070405,0.868653,0.948324,-0.416667,1.083625,-1.029785,0.196452,1.0702,0.696212,0.676281,1.464119,0.283914,0.370764,0.074135,0.493693,0.874778,0.185714,0.7697,0.979855,,,,,,,,,0.8946,0.067072,0.85665,0.932549,819.416667,2.314316,818.107219,820.726114,185.583333,40.196016,162.840296,208.32637,1005.0,40.532815,982.066401,1027.933599,0.00145,0.000181,0.001347,0.001552,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.214917,0.312988,2.037827,2.392006,1.916667,0.792961,1.468006,2.365327,2.666667,1.154701,2.013333,3.32,0.25,0.452267,-0.005894,0.505894,0.25,0.452267,-0.005894,0.505894
probe,anon,qwen3-coder-30b-a3b-instruct,asia,12,12,0,0.905515,0.114431,0.840769,0.97026,0.898148,0.120403,0.830024,0.966272,0.936765,0.053351,0.906579,0.966951,1.25,1.288057,0.521213,1.978787,0.805556,0.171643,0.708439,0.902672,2.583333,0.514929,2.291985,2.874682,2.583333,0.514929,2.291985,2.874682,48.0,0.0,48.0,48.0,0.333333,0.492366,0.054751,0.611916,0.956209,0.032417,0.937867,0.974551,-0.333333,0.984732,-0.890498,0.223831,2.352149,0.487232,2.076472,2.627827,0.122071,0.157411,0.033007,0.211134,0.96697,0.042353,0.943007,0.990933,,,,,,,,,0.940237,0.032727,0.92172,0.958753,1666.166667,5.78137,1662.895548,1669.437785,335.083333,49.643197,306.995051,363.171616,2001.25,51.916235,1971.875625,2030.624375,0.000977,7.3e-05,0.000936,0.001019,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.163,0.706267,3.763392,4.562608,3.0,1.595448,2.09729,3.90271,3.833333,0.389249,3.613095,4.053572,0.083333,0.288675,-0.08,0.246667,0.25,0.452267,-0.005894,0.505894
probe,anon,qwen3-coder-30b-a3b-instruct,cancer,12,12,0,0.966931,0.060332,0.932795,1.001067,0.97619,0.055607,0.944728,1.007653,0.966931,0.060332,0.932795,1.001067,0.25,0.452267,-0.005894,0.505894,0.333333,0.492366,0.054751,0.611916,0.666667,0.492366,0.388084,0.945249,0.666667,0.492366,0.388084,0.945249,45.0,9.204742,39.791927,50.208073,0.75,0.452267,0.494106,1.005894,0.966931,0.060332,0.932795,1.001067,0.5,0.904534,-0.011788,1.011788,0.779882,0.949924,0.242412,1.317352,0.294454,0.343054,0.100353,0.488555,0.909222,0.12046,0.841065,0.977378,,,,,,,,,0.901124,0.080856,0.855376,0.946873,1197.166667,337.874327,1005.99627,1388.337063,599.5,1149.074133,-50.649895,1249.649895,1796.666667,1486.526417,955.585168,2637.748165,0.001227,0.001779,0.00022,0.002234,1.083333,0.288675,0.92,1.246667,0.083333,0.288675,-0.08,0.246667,5.888917,10.210727,0.111654,11.666179,1.833333,1.337116,1.076789,2.589878,3.0,1.206045,2.317616,3.682384,0.25,0.452267,-0.005894,0.505894,0.333333,0.492366,0.054751,0.611916
probe,anon,qwen3-coder-30b-a3b-instruct,earthquake,12,12,0,0.955026,0.066946,0.917148,0.992904,0.964286,0.06461,0.927729,1.000842,0.955026,0.066946,0.917148,0.992904,0.333333,0.492366,0.054751,0.611916,0.25,0.452267,-0.005894,0.505894,0.75,0.452267,0.494106,1.005894,0.75,0.452267,0.494106,1.005894,45.0,9.204742,39.791927,50.208073,0.666667,0.492366,0.388084,0.945249,0.955027,0.066945,0.917149,0.992904,0.333333,0.984732,-0.223831,0.890498,1.228692,1.120687,0.594604,1.86278,0.356195,0.363706,0.150409,0.561981,0.902337,0.105194,0.842818,0.961856,,,,,,,,,0.901124,0.080856,0.855376,0.946873,1099.75,3.646293,1097.686915,1101.813085,241.583333,28.858458,225.255124,257.911543,1341.333333,28.278914,1325.333032,1357.333635,0.000675,4.2e-05,0.000651,0.000699,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.657,0.288434,2.493803,2.820197,1.583333,1.378954,0.803116,2.36355,3.0,1.128152,2.361688,3.638312,0.25,0.452267,-0.005894,0.505894,0.25,0.452267,-0.005894,0.505894
probe,anon,qwen3-coder-30b-a3b-instruct,sachs,12,12,0,0.494919,0.094828,0.441265,0.548573,1.0,0.0,1.0,1.0,0.744717,0.085533,0.696323,0.793112,10.583333,1.505042,9.731776,11.434891,0.916667,0.123091,0.847021,0.986312,2.666667,1.073087,2.059511,3.273823,2.666667,1.073087,2.059511,3.273823,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.536609,0.097019,0.481715,0.591502,-1.0,0.0,-1.0,-1.0,2.898233,0.691385,2.507045,3.289421,0.001138,0.003622,-0.000912,0.003187,0.999849,0.000492,0.999571,1.000127,,,,,,,,,0.738085,0.090296,0.686995,0.789175,2485.916667,10.49206,2479.980225,2491.853109,433.166667,113.195594,369.12023,497.213103,2919.083333,112.612334,2855.366907,2982.79976,0.001361,0.000165,0.001267,0.001454,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.768417,1.811256,5.743602,7.793231,3.916667,0.288675,3.753333,4.08,3.5,1.243163,2.796614,4.203386,0.0,0.0,0.0,0.0,0.916667,1.1645,0.257789,1.575545
probe,anon,qwen3-coder-30b-a3b-instruct,survey,12,12,0,0.82634,0.194713,0.716171,0.93651,0.848485,0.194953,0.73818,0.95879,0.904312,0.078782,0.859737,0.948888,1.5,1.445998,0.68185,2.31815,0.166667,0.389249,-0.053572,0.386905,0.833333,0.389249,0.613095,1.053572,0.833333,0.389249,0.613095,1.053572,48.0,0.0,48.0,48.0,0.333333,0.492366,0.054751,0.611916,0.916065,0.075203,0.873514,0.958615,-0.25,1.13818,-0.893986,0.393986,1.063381,0.891893,0.558745,1.568017,0.270956,0.402462,0.043241,0.49867,0.876543,0.226929,0.748146,1.004941,,,,,,,,,0.8946,0.067072,0.85665,0.932549,1262.5,2.779797,1260.927182,1264.072818,265.083333,56.845018,232.920237,297.24643,1527.583333,55.924394,1495.941129,1559.225538,0.000757,8.3e-05,0.00071,0.000804,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.886667,0.450201,2.631941,3.141392,3.333333,0.887625,2.831112,3.835555,3.583333,0.668558,3.205061,3.961606,0.166667,0.389249,-0.053572,0.386905,0.5,0.522233,0.204519,0.795481
probe,named,claude-haiku-4.5,asia,12,12,0,0.900654,0.146989,0.817487,0.98382,0.907407,0.15594,0.819176,0.995639,0.94232,0.056348,0.910439,0.974202,1.25,1.544786,0.375955,2.124045,0.805556,0.171643,0.708439,0.902672,2.5,0.6742,2.118536,2.881464,2.5,0.6742,2.118536,2.881464,48.0,0.0,48.0,48.0,0.416667,0.514929,0.125318,0.708015,0.961765,0.033823,0.942627,0.980902,-0.166667,1.029857,-0.749363,0.41603,2.151223,0.585206,1.820112,2.482335,0.080642,0.167964,-0.014393,0.175676,0.980027,0.042861,0.955777,1.004278,,,,,,,,,0.940237,0.032727,0.92172,0.958753,1944.75,2.050499,1943.589821,1945.910179,461.75,149.237532,377.310917,546.189083,2406.5,149.018303,2322.184958,2490.815042,0.004254,0.000746,0.003831,0.004676,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.991167,2.098449,5.803857,8.178476,1.916667,0.514929,1.625318,2.208015,2.0,0.603023,1.658808,2.341192,0.166667,0.389249,-0.053572,0.386905,0.25,0.452267,-0.005894,0.505894
probe,named,claude-haiku-4.5,cancer,12,12,0,0.921958,0.069834,0.882445,0.96147,0.940476,0.073561,0.898855,0.982097,0.921958,0.069834,0.882445,0.96147,0.583333,0.514929,0.291985,0.874682,0.083333,0.288675,-0.08,0.246667,0.916667,0.288675,0.753333,1.08,0.916667,0.288675,0.753333,1.08,45.333333,4.92366,42.547511,48.119156,0.583333,0.514929,0.291985,0.874682,0.940476,0.073561,0.898855,0.982097,0.333333,1.230915,-0.363122,1.029789,1.249761,0.801849,0.796072,1.70345,0.449969,0.221781,0.324485,0.575454,0.862002,0.11292,0.798111,0.925892,,,,,,,,,0.901124,0.080856,0.855376,0.946873,1512.0,2.044949,1510.842961,1513.157039,355.0,82.058737,308.570899,401.429101,1867.0,81.365617,1820.963068,1913.036932,0.003287,0.00041,0.003055,0.003519,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.448417,2.29081,4.152269,6.744564,0.916667,0.514929,0.625318,1.208015,1.583333,0.668558,1.205061,1.961606,0.25,0.452267,-0.005894,0.505894,0.083333,0.288675,-0.08,0.246667
probe,named,claude-haiku-4.5,earthquake,12,12,0,0.955026,0.066946,0.917148,0.992904,0.964286,0.06461,0.927729,1.000842,0.955026,0.066946,0.917148,0.992904,0.333333,0.492366,0.054751,0.611916,0.25,0.452267,-0.005894,0.505894,0.75,0.452267,0.494106,1.005894,0.75,0.452267,0.494106,1.005894,46.333333,3.98482,44.078709,48.587957,0.666667,0.492366,0.388084,0.945249,0.955027,0.066945,0.917149,0.992904,0.333333,0.984732,-0.223831,0.890498,0.934978,0.840855,0.459219,1.410736,0.352248,0.259914,0.205188,0.499309,0.899669,0.080596,0.854068,0.945271,,,,,,,,,0.901124,0.080856,0.855376,0.946873,1509.0,2.044949,1507.842961,1510.157039,335.25,107.751503,274.283848,396.216152,1844.25,108.755878,1782.71557,1905.78443,0.003185,0.00054,0.00288,0.003491,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.431083,0.985961,3.873224,4.988943,1.166667,0.57735,0.84,1.493333,1.416667,0.668558,1.038394,1.794939,0.25,0.452267,-0.005894,0.505894,0.25,0.452267,-0.005894,0.505894
probe,named,claude-haiku-4.5,sachs,12,12,0,0.446247,0.084915,0.398201,0.494292,1.0,0.0,1.0,1.0,0.756856,0.074665,0.71461,0.799102,11.166667,1.337116,10.410122,11.923211,0.9375,0.113067,0.873526,1.001474,2.583333,0.996205,2.019677,3.146989,2.583333,0.996205,2.019677,3.146989,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.534673,0.095903,0.480411,0.588936,-1.0,0.0,-1.0,-1.0,2.60066,0.880697,2.102359,3.098961,0.057763,0.200095,-0.055452,0.170977,0.958333,0.144338,0.876667,1.04,,,,,,,,,0.738085,0.090296,0.686995,0.789175,2579.75,2.094365,2578.565002,2580.934998,427.75,68.987647,388.716564,466.783436,3007.5,69.227556,2968.330823,3046.669177,0.004719,0.000345,0.004523,0.004914,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.63725,1.505189,6.785609,8.488891,1.75,0.621582,1.398307,2.101693,2.25,0.753778,1.82351,2.67649,0.166667,0.389249,-0.053572,0.386905,1.333333,1.230915,0.636878,2.029789
probe,named,claude-haiku-4.5,survey,12,12,0,0.837829,0.216643,0.715251,0.960406,0.866162,0.200216,0.752879,0.979445,0.907093,0.096397,0.852551,0.961634,1.5,1.783765,0.49074,2.50926,0.083333,0.288675,-0.08,0.246667,0.916667,0.288675,0.753333,1.08,0.916667,0.288675,0.753333,1.08,48.0,0.0,48.0,48.0,0.416667,0.514929,0.125318,0.708015,0.931119,0.073665,0.889439,0.972799,0.0,1.3484,-0.762929,0.762929,1.553477,0.843116,1.076439,2.030514,0.381709,0.430846,0.137935,0.625483,0.840936,0.234437,0.70829,0.973581,,,,,,,,,0.8946,0.067072,0.85665,0.932549,1627.75,2.261335,1626.470529,1629.029471,332.333333,112.919387,268.443176,396.223491,1960.083333,113.930967,1895.620821,2024.545846,0.003289,0.000566,0.002969,0.003609,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.156083,1.43906,4.341858,5.970308,1.5,0.6742,1.118536,1.881464,1.75,0.452267,1.494106,2.005894,0.166667,0.389249,-0.053572,0.386905,0.333333,0.492366,0.054751,0.611916
probe,named,gemini-3-flash-preview,asia,12,12,0,0.973529,0.032816,0.954962,0.992097,0.972222,0.050252,0.94379,1.000655,0.973529,0.032816,0.954962,0.992097,0.416667,0.514929,0.125318,0.708015,0.805556,0.171643,0.708439,0.902672,2.583333,0.514929,2.291985,2.874682,2.583333,0.514929,2.291985,2.874682,48.0,0.0,48.0,48.0,0.583333,0.514929,0.291985,0.874682,0.973529,0.032816,0.954962,0.992096,0.166667,1.029857,-0.41603,0.749363,2.107988,0.513147,1.817648,2.398329,0.109504,0.245056,-0.029149,0.248158,0.967076,0.082082,0.920634,1.013518,,,,,,,,,0.940237,0.032727,0.92172,0.958753,1458.75,27.601466,1443.133001,1474.366999,224.333333,55.504846,192.928511,255.738156,1683.083333,60.94328,1648.601427,1717.56524,0.001402,0.000167,0.001308,0.001497,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.384,4.053798,4.090348,8.677652,0.583333,0.668558,0.205061,0.961606,1.833333,0.389249,1.613095,2.053572,0.083333,0.288675,-0.08,0.246667,0.5,0.522233,0.204519,0.795481
probe,named,gemini-3-flash-preview,cancer,12,12,0,0.969577,0.05559,0.938124,1.00103,0.988095,0.041239,0.964762,1.011429,0.969577,0.05559,0.938124,1.00103,0.25,0.452267,-0.005894,0.505894,0.083333,0.288675,-0.08,0.246667,0.916667,0.288675,0.753333,1.08,0.916667,0.288675,0.753333,1.08,41.333333,8.917127,36.287994,46.378673,0.75,0.452267,0.494106,1.005894,0.969577,0.05559,0.938124,1.00103,0.5,0.904534,-0.011788,1.011788,1.478971,0.675381,1.096838,1.861104,0.428168,0.185532,0.323194,0.533143,0.846054,0.138657,0.767601,0.924507,,,,,,,,,0.901124,0.080856,0.855376,0.946873,877.583333,28.893089,861.235529,893.931138,151.833333,21.632607,139.593534,164.073133,1029.416667,40.33374,1006.595705,1052.237629,0.000894,7e-05,0.000855,0.000934,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.475,4.346157,3.01593,7.93407,0.25,0.452267,-0.005894,0.505894,1.333333,0.651339,0.964804,1.701863,0.166667,0.389249,-0.053572,0.386905,0.416667,0.514929,0.125318,0.708015
probe,named,gemini-3-flash-preview,earthquake,12,12,0,0.981481,0.04325,0.957011,1.005952,1.0,0.0,1.0,1.0,0.981481,0.04325,0.957011,1.005952,0.166667,0.389249,-0.053572,0.386905,0.083333,0.288675,-0.08,0.246667,0.916667,0.288675,0.753333,1.08,0.916667,0.288675,0.753333,1.08,41.333333,10.696927,35.280977,47.385689,0.833333,0.389249,0.613095,1.053572,0.981482,0.04325,0.957011,1.005952,0.666667,0.778499,0.226189,1.107144,1.515423,0.664612,1.139384,1.891463,0.418147,0.187424,0.312102,0.524192,0.849508,0.140079,0.77025,0.928765,,,,,,,,,0.901124,0.080856,0.855376,0.946873,865.416667,24.205403,851.721171,879.112162,218.916667,98.402197,163.240382,274.592951,1084.333333,94.72864,1030.73556,1137.931107,0.001089,0.000292,0.000924,0.001255,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.173167,3.32814,3.290094,7.056239,0.166667,0.389249,-0.053572,0.386905,1.333333,0.778499,0.892856,1.773811,0.166667,0.389249,-0.053572,0.386905,0.5,0.522233,0.204519,0.795481
probe,named,gemini-3-flash-preview,sachs,12,12,0,0.511465,0.134923,0.435125,0.587805,1.0,0.0,1.0,1.0,0.824867,0.076619,0.781515,0.868218,9.583333,2.193309,8.342352,10.824315,0.9375,0.113067,0.873526,1.001474,2.5,1.0,1.934197,3.065803,2.5,1.0,1.934197,3.065803,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.593171,0.087552,0.543634,0.642708,-1.0,0.0,-1.0,-1.0,2.732471,0.55039,2.421059,3.043883,0.057763,0.200095,-0.055452,0.170977,0.958333,0.144338,0.876667,1.04,,,,,,,,,0.738085,0.090296,0.686995,0.789175,2296.333333,27.799063,2280.604533,2312.062134,191.75,43.392762,167.198233,216.301767,2488.083333,46.584153,2461.725867,2514.440799,0.001723,0.000128,0.001651,0.001796,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.520083,4.006616,5.253127,9.78704,0.833333,0.57735,0.506667,1.16,2.916667,0.792961,2.468006,3.365327,0.333333,0.492366,0.054751,0.611916,2.833333,0.937437,2.302928,3.363738
probe,named,gemini-3-flash-preview,survey,12,12,0,0.838684,0.161422,0.747351,0.930016,0.870707,0.148955,0.786428,0.954987,0.9082,0.076907,0.864686,0.951714,1.5,1.381699,0.71823,2.28177,0.25,0.452267,-0.005894,0.505894,0.75,0.452267,0.494106,1.005894,0.75,0.452267,0.494106,1.005894,48.0,0.0,48.0,48.0,0.416667,0.514929,0.125318,0.708015,0.932731,0.069053,0.893661,0.971802,-0.083333,1.1645,-0.742211,0.575545,1.340837,1.035621,0.754879,1.926794,0.388683,0.425228,0.148087,0.629278,0.826669,0.22243,0.700818,0.952521,,,,,,,,,0.8946,0.067072,0.85665,0.932549,1036.25,29.180083,1019.739814,1052.760186,168.75,19.155464,157.911776,179.588224,1205.0,35.936813,1184.666834,1225.333166,0.001024,6e-05,0.00099,0.001058,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.50225,4.077428,3.195228,7.809272,0.75,0.452267,0.494106,1.005894,2.25,0.452267,1.994106,2.505894,0.166667,0.389249,-0.053572,0.386905,0.416667,0.514929,0.125318,0.708015
probe,named,gpt-4o-mini-2024-07-18,asia,12,12,0,0.900531,0.099987,0.843958,0.957104,0.898148,0.088107,0.848297,0.947999,0.921364,0.051783,0.892065,0.950664,1.416667,1.1645,0.757789,2.075545,0.75,0.150756,0.664702,0.835298,2.75,0.452267,2.494106,3.005894,2.75,0.452267,2.494106,3.005894,48.0,0.0,48.0,48.0,0.166667,0.389249,-0.053572,0.386905,0.945098,0.025743,0.930532,0.959663,-0.666667,0.778499,-1.107144,-0.226189,2.304473,0.543071,1.997202,2.611745,0.129025,0.172671,0.031327,0.226723,0.958747,0.07097,0.918591,0.998902,,,,,,,,,0.940237,0.032727,0.92172,0.958753,1238.25,2.094365,1237.065002,1239.434998,126.5,21.458205,114.358878,138.641122,1364.75,20.432261,1353.18936,1376.31064,0.000262,1.3e-05,0.000254,0.000269,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.007167,0.933552,2.47896,3.535374,4.0,0.0,4.0,4.0,3.166667,0.834847,2.694307,3.639026,0.083333,0.288675,-0.08,0.246667,0.333333,0.492366,0.054751,0.611916
probe,named,gpt-4o-mini-2024-07-18,cancer,12,12,0,0.957672,0.063251,0.921884,0.99346,0.97619,0.055607,0.944728,1.007653,0.957672,0.063251,0.921884,0.99346,0.333333,0.492366,0.054751,0.611916,0.333333,0.492366,0.054751,0.611916,0.666667,0.492366,0.388084,0.945249,0.666667,0.492366,0.388084,0.945249,46.833333,4.041452,44.546667,49.12,0.666667,0.492366,0.388084,0.945249,0.957672,0.063251,0.921884,0.99346,0.333333,0.984732,-0.223831,0.890498,0.799644,0.927426,0.274904,1.324385,0.330787,0.408123,0.09987,0.561705,0.859088,0.200204,0.745812,0.972365,,,,,,,,,0.901124,0.080856,0.855376,0.946873,804.5,2.153222,803.2817,805.7183,110.75,27.601466,95.133001,126.366999,915.25,28.489631,899.130474,931.369526,0.000187,1.7e-05,0.000178,0.000197,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.63025,1.747951,1.641253,3.619247,3.083333,0.668558,2.705061,3.461606,2.75,1.215431,2.062305,3.437695,0.166667,0.389249,-0.053572,0.386905,0.333333,0.492366,0.054751,0.611916
