level,seed,model_tag,d,n_obs,n_remove,correct_remove,n_add,correct_add,pc_fp,pc_fn,n_pc_adj,n_non_adj,chance_remove,chance_add,pc_skeleton_f1
3,1433384377,qwen3-coder-30b-a3b-instruct,10,300,0,0,0,0,0,0,10,35,0.0,0.0,1.0
3,1609266496,claude-haiku-4.5,10,300,2,0,1,0,0,1,9,36,0.0,0.027778,0.947368
3,1609266496,gemini-3-flash-preview,10,300,0,0,1,0,0,1,9,36,0.0,0.027778,0.947368
3,1609266496,gpt-4o-mini-2024-07-18,10,300,4,0,1,0,0,1,9,36,0.0,0.027778,0.947368
3,1609266496,gpt-5.4-mini,10,300,0,0,2,0,0,1,9,36,0.0,0.027778,0.947368
3,1609266496,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,0,1,9,36,0.0,0.027778,0.947368
3,1721816806,claude-haiku-4.5,10,300,2,0,2,0,0,0,10,35,0.0,0.0,1.0
3,1721816806,gemini-3-flash-preview,10,300,1,0,3,0,0,0,10,35,0.0,0.0,1.0
3,1721816806,gpt-4o-mini-2024-07-18,10,300,4,0,1,0,0,0,10,35,0.0,0.0,1.0
3,1721816806,gpt-5.4-mini,10,300,4,0,4,0,0,0,10,35,0.0,0.0,1.0
3,1721816806,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,0,0,10,35,0.0,0.0,1.0
3,1752581339,claude-haiku-4.5,10,300,2,0,2,0,0,2,8,37,0.0,0.054054,0.888889
3,1752581339,gemini-3-flash-preview,10,300,1,0,4,1,0,2,8,37,0.0,0.054054,0.888889
3,1752581339,gpt-4o-mini-2024-07-18,10,300,4,0,2,0,0,2,8,37,0.0,0.054054,0.888889
3,1752581339,gpt-5.4-mini,10,300,2,0,2,1,0,2,8,37,0.0,0.054054,0.888889
3,1752581339,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,0,2,8,37,0.0,0.054054,0.888889
3,1783356814,claude-haiku-4.5,10,300,4,0,2,1,0,1,9,36,0.0,0.027778,0.947368
3,1783356814,gemini-3-flash-preview,10,300,0,0,3,1,0,1,9,36,0.0,0.027778,0.947368
3,1783356814,gpt-4o-mini-2024-07-18,10,300,4,0,2,0,0,1,9,36,0.0,0.027778,0.947368
3,1783356814,gpt-5.4-mini,10,300,4,0,4,0,0,1,9,36,0.0,0.027778,0.947368
3,1783356814,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,1,0,1,9,36,0.0,0.027778,0.947368
3,1839574529,claude-haiku-4.5,10,300,2,0,1,0,0,1,9,36,0.0,0.027778,0.947368
3,1839574529,gemini-3-flash-preview,10,300,0,0,2,0,0,1,9,36,0.0,0.027778,0.947368
3,1839574529,gpt-4o-mini-2024-07-18,10,300,4,0,4,0,0,1,9,36,0.0,0.027778,0.947368
3,1839574529,gpt-5.4-mini,10,300,0,0,4,0,0,1,9,36,0.0,0.027778,0.947368
3,1839574529,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,0,1,9,36,0.0,0.027778,0.947368
3,1978285055,claude-haiku-4.5,10,300,2,0,2,0,0,1,9,36,0.0,0.027778,0.947368
3,1978285055,gemini-3-flash-preview,10,300,0,0,3,1,0,1,9,36,0.0,0.027778,0.947368
3,1978285055,gpt-4o-mini-2024-07-18,10,300,4,0,4,1,0,1,9,36,0.0,0.027778,0.947368
3,1978285055,gpt-5.4-mini,10,300,3,0,4,0,0,1,9,36,0.0,0.027778,0.947368
3,1978285055,qwen3-coder-30b-a3b-instruct,10,300,3,0,2,0,0,1,9,36,0.0,0.027778,0.947368
3,2026775707,claude-haiku-4.5,10,300,2,0,2,0,0,2,8,37,0.0,0.054054,0.888889
3,2026775707,gemini-3-flash-preview,10,300,0,0,4,1,0,2,8,37,0.0,0.054054,0.888889
3,2026775707,gpt-4o-mini-2024-07-18,10,300,4,0,4,1,0,2,8,37,0.0,0.054054,0.888889
3,2026775707,gpt-5.4-mini,10,300,4,0,4,0,0,2,8,37,0.0,0.054054,0.888889
3,2026775707,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,1,0,2,8,37,0.0,0.054054,0.888889
3,2104762058,claude-haiku-4.5,10,300,2,0,3,0,0,1,9,36,0.0,0.027778,0.947368
3,2104762058,gemini-3-flash-preview,10,300,0,0,4,0,0,1,9,36,0.0,0.027778,0.947368
3,2104762058,gpt-4o-mini-2024-07-18,10,300,4,0,2,0,0,1,9,36,0.0,0.027778,0.947368
3,2104762058,gpt-5.4-mini,10,300,4,0,4,0,0,1,9,36,0.0,0.027778,0.947368
3,2104762058,qwen3-coder-30b-a3b-instruct,10,300,4,0,4,0,0,1,9,36,0.0,0.027778,0.947368
