arm,model_tag,level,n_total,n_success,n_failed,directed_f1_mean,directed_f1_sd,directed_f1_ci95_lo,directed_f1_ci95_hi,compelled_f1_mean,compelled_f1_sd,compelled_f1_ci95_lo,compelled_f1_ci95_hi,skeleton_f1_mean,skeleton_f1_sd,skeleton_f1_ci95_lo,skeleton_f1_ci95_hi,dag_shd_mean,dag_shd_sd,dag_shd_ci95_lo,dag_shd_ci95_hi,efficiency_mean,efficiency_sd,efficiency_ci95_lo,efficiency_ci95_hi,selection_regret_total_mean,selection_regret_total_sd,selection_regret_total_ci95_lo,selection_regret_total_ci95_hi,selection_regret_mean_mean,selection_regret_mean_sd,selection_regret_mean_ci95_lo,selection_regret_mean_ci95_hi,selection_quality_mean_mean,selection_quality_mean_sd,selection_quality_mean_ci95_lo,selection_quality_mean_ci95_hi,eig_regret_total_mean,eig_regret_total_sd,eig_regret_total_ci95_lo,eig_regret_total_ci95_hi,orientation_accuracy_mean,orientation_accuracy_sd,orientation_accuracy_ci95_lo,orientation_accuracy_ci95_hi,wasted_steps_mean,wasted_steps_sd,wasted_steps_ci95_lo,wasted_steps_ci95_hi,steps_taken_mean,steps_taken_sd,steps_taken_ci95_lo,steps_taken_ci95_hi,interventions_used_mean,interventions_used_sd,interventions_used_ci95_lo,interventions_used_ci95_hi,pc_skeleton_f1_ceiling_mean,pc_skeleton_f1_ceiling_sd,pc_skeleton_f1_ceiling_ci95_lo,pc_skeleton_f1_ceiling_ci95_hi,pc_truth_in_class_mean,pc_truth_in_class_sd,pc_truth_in_class_ci95_lo,pc_truth_in_class_ci95_hi,mec_size_initial_mean,mec_size_initial_sd,mec_size_initial_ci95_lo,mec_size_initial_ci95_hi,mec_entropy_initial_mean,mec_entropy_initial_sd,mec_entropy_initial_ci95_lo,mec_entropy_initial_ci95_hi,belief_undirected_final_mean,belief_undirected_final_sd,belief_undirected_final_ci95_lo,belief_undirected_final_ci95_hi,prompt_tokens_mean,prompt_tokens_sd,prompt_tokens_ci95_lo,prompt_tokens_ci95_hi,completion_tokens_mean,completion_tokens_sd,completion_tokens_ci95_lo,completion_tokens_ci95_hi,total_tokens_mean,total_tokens_sd,total_tokens_ci95_lo,total_tokens_ci95_hi,cost_usd_mean,cost_usd_sd,cost_usd_ci95_lo,cost_usd_ci95_hi,llm_calls_mean,llm_calls_sd,llm_calls_ci95_lo,llm_calls_ci95_hi,llm_repair_calls_mean,llm_repair_calls_sd,llm_repair_calls_ci95_lo,llm_repair_calls_ci95_hi,wall_sec_mean,wall_sec_sd,wall_sec_ci95_lo,wall_sec_ci95_hi
oracle+llm,gpt-4o-mini-2024-07-18,1,10,10,0,0.651818,0.232439,0.507751,0.795886,0.9,0.316228,0.704,1.096,0.943057,0.052293,0.910646,0.975468,2.8,1.316561,1.983987,3.616013,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.04621,0.146129,-0.044362,0.136782,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.4,0.516398,1.079933,1.720067,1.4,0.516398,1.079933,1.720067,0.981818,0.038331,0.958061,1.005576,0.7,0.483046,0.400605,0.999395,5.1,2.726414,3.410151,6.789849,1.523794,0.472523,1.230921,1.816667,0.0,0.0,0.0,0.0,610.4,38.65862,586.439139,634.360861,116.0,20.741799,103.1441,128.8559,726.4,38.667241,702.433795,750.366205,0.000161,1.2e-05,0.000154,0.000169,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.2619,0.731116,1.808749,2.715051
oracle+llm,gpt-4o-mini-2024-07-18,2,10,10,0,0.636958,0.203832,0.510622,0.763295,0.781746,0.331676,0.576171,0.987321,0.880925,0.142719,0.792467,0.969383,4.5,3.503966,2.328219,6.671781,0.9,0.210819,0.769333,1.030667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.150703,0.243679,-0.000331,0.301737,0.89,0.204909,0.762996,1.017004,0.0,0.0,0.0,0.0,1.7,0.483046,1.400605,1.999395,1.7,0.483046,1.400605,1.999395,0.980784,0.031014,0.961562,1.000007,0.6,0.516398,0.279933,0.920067,8.7,4.270051,6.053395,11.346605,2.049544,0.52046,1.726959,2.372129,0.0,0.0,0.0,0.0,690.1,43.390859,663.206067,716.993933,111.3,21.31275,98.09022,124.50978,801.4,42.337795,775.158763,827.641237,0.00017,1.3e-05,0.000163,0.000178,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0806,0.405817,1.829072,2.332128
oracle+llm,qwen3-coder-30b-a3b-instruct,1,10,10,0,0.645408,0.196312,0.523733,0.767083,0.9,0.316228,0.704,1.096,0.954126,0.067825,0.912088,0.996164,2.4,1.173788,1.672479,3.127521,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.04621,0.146129,-0.044362,0.136782,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.4,0.516398,1.079933,1.720067,1.4,0.516398,1.079933,1.720067,0.981818,0.038331,0.958061,1.005576,0.7,0.483046,0.400605,0.999395,5.1,2.726414,3.410151,6.789849,1.523794,0.472523,1.230921,1.816667,0.0,0.0,0.0,0.0,959.0,50.82213,927.500118,990.499882,239.8,82.72686,188.525361,291.074639,1198.8,82.764458,1147.502057,1250.097943,0.000556,0.00016,0.000456,0.000655,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0155,8.854633,2.527341,13.503659
oracle+llm,qwen3-coder-30b-a3b-instruct,2,10,10,0,0.719041,0.147026,0.627914,0.810169,0.897143,0.175714,0.788234,1.006051,0.980784,0.031014,0.961562,1.000007,2.5,1.433721,1.611371,3.388629,0.9,0.210819,0.769333,1.030667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.150703,0.243679,-0.000331,0.301737,0.89,0.204909,0.762996,1.017004,0.0,0.0,0.0,0.0,1.7,0.483046,1.400605,1.999395,1.7,0.483046,1.400605,1.999395,0.980784,0.031014,0.961562,1.000007,0.6,0.516398,0.279933,0.920067,8.7,4.270051,6.053395,11.346605,2.049544,0.52046,1.726959,2.372129,0.0,0.0,0.0,0.0,1068.2,58.28436,1032.074979,1104.325021,294.2,158.57126,195.916515,392.483485,1362.4,189.156138,1245.159811,1479.640189,0.000691,0.000296,0.000507,0.000874,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.8677,6.304164,2.960338,10.775062
oracle+meek,none,1,10,10,0,0.94697,0.095627,0.8877,1.00624,0.966667,0.105409,0.901333,1.032,0.981818,0.038331,0.958061,1.005576,0.4,0.699206,-0.033372,0.833372,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.04621,0.146129,-0.044362,0.136782,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.4,0.516398,1.079933,1.720067,1.4,0.516398,1.079933,1.720067,0.981818,0.038331,0.958061,1.005576,0.7,0.483046,0.400605,0.999395,5.1,2.726414,3.410151,6.789849,1.523794,0.472523,1.230921,1.816667,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0143,0.00283,0.012546,0.016054
oracle+meek,none,2,10,10,0,0.876618,0.228904,0.734741,1.018494,0.908889,0.191292,0.790325,1.027453,0.980784,0.031014,0.961562,1.000007,1.1,1.852926,-0.048455,2.248455,0.9,0.210819,0.769333,1.030667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.150703,0.243679,-0.000331,0.301737,0.89,0.204909,0.762996,1.017004,0.0,0.0,0.0,0.0,1.7,0.483046,1.400605,1.999395,1.7,0.483046,1.400605,1.999395,0.980784,0.031014,0.961562,1.000007,0.6,0.516398,0.279933,0.920067,8.7,4.270051,6.053395,11.346605,2.049544,0.52046,1.726959,2.372129,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0221,0.005685,0.018576,0.025624
random+llm,gpt-4o-mini-2024-07-18,1,10,10,0,0.605455,0.205852,0.477866,0.733043,0.86,0.313404,0.66575,1.05425,0.891841,0.063874,0.852252,0.931431,3.3,1.418136,2.42103,4.17897,0.766667,0.250924,0.611142,0.922191,2.1,2.378141,0.626013,3.573987,0.95,1.039498,0.305713,1.594287,0.725,0.268426,0.558628,0.891372,0.592636,0.60701,0.216407,0.968865,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.9,0.567646,1.548169,2.251831,1.9,0.567646,1.548169,2.251831,0.981818,0.038331,0.958061,1.005576,0.7,0.483046,0.400605,0.999395,5.1,2.726414,3.410151,6.789849,1.523794,0.472523,1.230921,1.816667,0.5,0.707107,0.061731,0.938269,646.7,41.886222,620.738651,672.661349,105.1,14.99222,95.807726,114.392274,751.8,49.17949,721.318236,782.281764,0.00016,1.3e-05,0.000152,0.000168,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.6898,1.956193,1.477339,3.902261
random+llm,gpt-4o-mini-2024-07-18,2,10,10,0,0.585481,0.171674,0.479077,0.691886,0.767381,0.307843,0.576578,0.958184,0.833821,0.089374,0.778427,0.889216,4.6,1.95505,3.388247,5.811753,0.733333,0.238307,0.585629,0.881037,2.3,2.790858,0.570208,4.029792,0.95,1.085966,0.276911,1.623089,0.728888,0.296083,0.545374,0.912402,0.60298,0.627864,0.213826,0.992134,0.888333,0.216604,0.754081,1.022585,0.0,0.0,0.0,0.0,2.1,0.567646,1.748169,2.451831,2.1,0.567646,1.748169,2.451831,0.980784,0.031014,0.961562,1.000007,0.6,0.516398,0.279933,0.920067,8.7,4.270051,6.053395,11.346605,2.049544,0.52046,1.726959,2.372129,0.4,0.699206,-0.033372,0.833372,726.2,49.917265,695.260959,757.139041,123.3,22.096003,109.604756,136.995244,849.5,58.315712,813.355547,885.644453,0.000183,1.6e-05,0.000173,0.000193,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.1006,0.340875,1.889323,2.311877
random+llm,qwen3-coder-30b-a3b-instruct,1,10,10,0,0.566993,0.269868,0.399727,0.734259,0.9,0.316228,0.704,1.096,0.930866,0.079526,0.881575,0.980157,3.5,1.509231,2.564569,4.435431,0.766667,0.250924,0.611142,0.922191,2.1,2.378141,0.626013,3.573987,0.95,1.039498,0.305713,1.594287,0.725,0.268426,0.558628,0.891372,0.592636,0.60701,0.216407,0.968865,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.9,0.567646,1.548169,2.251831,1.9,0.567646,1.548169,2.251831,0.981818,0.038331,0.958061,1.005576,0.7,0.483046,0.400605,0.999395,5.1,2.726414,3.410151,6.789849,1.523794,0.472523,1.230921,1.816667,0.5,0.707107,0.061731,0.938269,1115.7,350.916277,898.199838,1333.200162,546.4,1048.529256,-103.485166,1196.285166,1662.1,1394.566795,797.738546,2526.461454,0.001168,0.001852,2e-05,0.002316,1.1,0.316228,0.904,1.296,0.1,0.316228,-0.096,0.296,11.5589,21.686467,-1.882512,25.000312
random+llm,qwen3-coder-30b-a3b-instruct,2,10,10,0,0.698186,0.187212,0.582151,0.814221,0.862143,0.257364,0.702627,1.021659,0.958562,0.070365,0.91495,1.002175,2.9,2.13177,1.578715,4.221285,0.733333,0.238307,0.585629,0.881037,2.3,2.790858,0.570208,4.029792,0.95,1.085966,0.276911,1.623089,0.728888,0.296083,0.545374,0.912402,0.60298,0.627864,0.213826,0.992134,0.888333,0.216604,0.754081,1.022585,0.0,0.0,0.0,0.0,2.1,0.567646,1.748169,2.451831,2.1,0.567646,1.748169,2.451831,0.980784,0.031014,0.961562,1.000007,0.6,0.516398,0.279933,0.920067,8.7,4.270051,6.053395,11.346605,2.049544,0.52046,1.726959,2.372129,0.4,0.699206,-0.033372,0.833372,1116.9,69.036947,1074.110457,1159.689543,277.6,218.969912,141.881043,413.318957,1394.5,254.620087,1236.684835,1552.315165,0.000744,0.000386,0.000505,0.000983,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.6478,4.613044,2.788606,8.506994
random+meek,none,1,10,10,0,0.895455,0.119613,0.821318,0.969591,0.966667,0.105409,0.901333,1.032,0.981818,0.038331,0.958061,1.005576,0.9,0.994429,0.283647,1.516353,0.766667,0.250924,0.611142,0.922191,2.1,2.378141,0.626013,3.573987,0.95,1.039498,0.305713,1.594287,0.725,0.268426,0.558628,0.891372,0.592636,0.60701,0.216407,0.968865,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.9,0.567646,1.548169,2.251831,1.9,0.567646,1.548169,2.251831,0.981818,0.038331,0.958061,1.005576,0.7,0.483046,0.400605,0.999395,5.1,2.726414,3.410151,6.789849,1.523794,0.472523,1.230921,1.816667,0.5,0.707107,0.061731,0.938269,,,,,,,,,,,,,,,,,,,,,,,,,0.59,1.816554,-0.535912,1.715912
random+meek,none,2,10,10,0,0.862213,0.160864,0.762508,0.961918,0.908889,0.191292,0.790325,1.027453,0.980784,0.031014,0.961562,1.000007,1.4,1.349897,0.563325,2.236675,0.733333,0.238307,0.585629,0.881037,2.3,2.790858,0.570208,4.029792,0.95,1.085966,0.276911,1.623089,0.728888,0.296083,0.545374,0.912402,0.60298,0.627864,0.213826,0.992134,0.888333,0.216604,0.754081,1.022585,0.0,0.0,0.0,0.0,2.1,0.567646,1.748169,2.451831,2.1,0.567646,1.748169,2.451831,0.980784,0.031014,0.961562,1.000007,0.6,0.516398,0.279933,0.920067,8.7,4.270051,6.053395,11.346605,2.049544,0.52046,1.726959,2.372129,0.4,0.699206,-0.033372,0.833372,,,,,,,,,,,,,,,,,,,,,,,,,0.0237,0.003917,0.021272,0.026128
