graph,condition,run_id,timestamp_utc,study,arm,model,model_tag,level,seed,runtime_seed,d,k,n_obs,n_int,budget,opt_set_size,true_edges,cpdag_undirected,status,error,wall_sec,skeleton_precision,skeleton_recall,skeleton_f1,compelled_f1,directed_precision,directed_recall,directed_f1,dag_shd,efficiency,interventions_used,optimal_interventions,submit_directed,submit_undirected,steps_taken,n_hypotheses,n_hypotheses_from_llm,truth_in_hypotheses,best_f1_in_hypotheses,truth_rank_initial,truth_rank_final,entropy_initial_nats,entropy_final_nats,map_weight_final,proposed_raw,proposed_valid_unique,propose_repairs,propose_rounds,repair_remove,repair_add,propose_cached,pc_skeleton_f1_ceiling,pc_undirected_edges,pc_directed_edges,reserve_frac,edits_correct_remove,edits_correct_add,llm_calls,llm_failed_calls,llm_repair_calls,prompt_tokens,completion_tokens,cached_tokens,total_tokens,cost_usd,llm_latency_sec
earthquake,named,20260820T055901Z,2026-08-20T06:00:22.209586+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,2.364,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,32,32,0,0.857143,-1,-1,1.9249,0.0,1.0,,,0,,2,4,,0.666667,2,0,0.5,0,1,1,0,0,799,98,0,897,0.00017865,2.26
earthquake,anon,20260820T055901Z,2026-08-20T06:00:24.473317+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,1.849,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,30,30,0,0.857143,-1,-1,1.81571,0.0,1.0,,,0,,2,3,,0.666667,2,0,0.5,0,1,1,0,0,710,83,0,793,0.0001563,1.7717
earthquake,named,20260820T055901Z,2026-08-20T06:00:23.928314+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,2.456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,36,36,1,1.0,1,1,6e-05,6e-05,1.0,,,0,,0,2,,0.666667,2,0,0.5,0,2,1,0,0,860,160,0,1020,0.00091,2.4403
earthquake,shared,20260820T055901Z,2026-08-20T06:00:26.407462+00:00,study2_semantic,oracle,,none,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earthquake,shared,20260820T055901Z,2026-08-20T06:00:26.430822+00:00,study2_semantic,pc_greedy_meek,,none,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,0.012,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,,,,,,,,,,,,,,,,,0.857143,,,,,,,,,,,,,,
earthquake,anon,20260820T055901Z,2026-08-20T06:00:24.539831+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,2.281,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,48,48,0,0.666667,-1,-1,1.64357,1.0767,0.64754,,,0,,0,3,,0.666667,2,0,0.5,0,0,1,0,0,700,135,0,835,0.0011325,2.1419
earthquake,anon,20260820T055901Z,2026-08-20T06:00:24.288581+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,2.765,0.3333333333333333,0.5,0.4,0.3333333333333333,0.16666666666666666,0.25,0.2,7,0.0,1,0,6,0,1,48,48,0,0.666667,-1,-1,2.2429,0.69405,0.49996,,,0,,0,4,,0.666667,2,0,0.5,0,0,1,0,0,1100,266,0,1366,0.00071077,2.6376
earthquake,named,20260820T055901Z,2026-08-20T06:00:22.507825+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,5.357,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,18,18,0,0.666667,-1,-1,1.77758,0.81763,0.70077,,,0,,2,1,,0.666667,2,0,0.5,0,0,1,0,0,1509,437,0,1946,0.003694,5.2993
earthquake,anon,20260820T055901Z,2026-08-20T06:00:24.603465+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,3.926,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,28,28,0,0.666667,-1,-1,2.2719,1.44974,0.38552,,,0,,1,2,,0.666667,2,0,0.5,0,0,1,0,0,1406,325,0,1731,0.003031,3.844
earthquake,named,20260820T055901Z,2026-08-20T06:00:26.848036+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,2.011,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,32,32,0,0.857143,-1,-1,2.26828,0.08061,0.98656,,,0,,2,1,,0.857143,3,0,0.5,0,0,1,0,0,798,94,0,892,0.0001761,1.9138
earthquake,named,20260820T055901Z,2026-08-20T06:00:27.081811+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,1.944,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,24,24,0,0.857143,-1,-1,1.4692,1.02986,0.51369,,,0,,0,1,,0.857143,3,0,0.5,0,0,1,0,0,788,119,0,907,0.0011265,1.7229
earthquake,shared,20260820T055901Z,2026-08-20T06:00:28.913576+00:00,study2_semantic,probe_skel_only,,none,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,0.116,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,8,0,0,0.857143,-1,-1,1.3863,0.0,1.0,,,,,,,,0.857143,3,0,0.5,0,0,,,,,,,,,
earthquake,anon,20260820T055901Z,2026-08-20T06:00:26.350776+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260822,2654167699,5,4,60,60,1,0,4,0,success,,2.766,0.8,1.0,0.888888888888889,1.0,0.8,1.0,0.888888888888889,1,0.0,1,0,5,0,1,48,48,0,0.888889,-1,-1,2.30299,0.69315,0.5,,,0,,0,3,,0.666667,2,0,0.5,0,2,1,0,0,771,206,0,977,0.0010035,2.5943
earthquake,shared,20260820T055901Z,2026-08-20T06:00:29.135648+00:00,study2_semantic,probe_random_edits,,none,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,0.128,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,0,1,1.0,1,1,1.22062,0.0,1.0,,,,,3,4,,0.857143,3,0,0.5,0,1,,,,,,,,,
earthquake,shared,20260820T055901Z,2026-08-20T06:00:29.276385+00:00,study2_semantic,probe_oracle_edits,,none,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,0.079,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,24,0,1,1.0,1,1,0.98082,0.00032,0.99997,,,,,0,1,,0.857143,3,0,0.5,0,1,,,,,,,,,
earthquake,named,20260820T055901Z,2026-08-20T06:00:26.468902+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,4.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,48,1,1.0,1,1,1.83465,0.41999,0.90712,,,0,,2,4,,0.857143,3,0,0.5,0,1,1,0,0,1192,381,0,1573,0.00090587,4.007
earthquake,named,20260820T055901Z,2026-08-20T06:00:28.559067+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,2.441,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,48,1,1.0,1,1,2.69436,1.22097,0.48935,,,0,,0,2,,0.857143,3,0,0.5,0,1,1,0,0,861,154,0,1015,0.0008925,2.2739
earthquake,anon,20260820T055901Z,2026-08-20T06:00:29.373548+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,2.007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,48,1,1.0,1,1,1.22062,0.00044,0.99996,,,0,,3,4,,0.857143,3,0,0.5,0,1,1,0,0,709,110,0,819,0.00017235,1.8787
earthquake,shared,20260820T055901Z,2026-08-20T06:00:31.417339+00:00,study2_semantic,oracle,,none,-1,20260824,2654167961,5,4,60,60,1,0,4,0,success,,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earthquake,shared,20260820T055901Z,2026-08-20T06:00:31.452620+00:00,study2_semantic,pc_greedy_meek,,none,-1,20260824,2654167961,5,4,60,60,1,0,4,0,success,,0.02,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,,,,,,,,,,,,,,,,,0.666667,,,,,,,,,,,,,,
earthquake,anon,20260820T055901Z,2026-08-20T06:00:29.404809+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,2.181,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,48,0,0.857143,-1,-1,1.64237,1.06899,0.51012,,,0,,3,2,,0.857143,3,0,0.5,0,0,1,0,0,699,183,0,882,0.00134775,2.031
earthquake,anon,20260820T055901Z,2026-08-20T06:00:29.334462+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,2.639,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,48,0,0.857143,-1,-1,1.64237,1.06899,0.51012,,,0,,2,2,,0.857143,3,0,0.5,0,0,1,0,0,1102,252,0,1354,0.00069089,2.5091
earthquake,named,20260820T055901Z,2026-08-20T06:00:27.892365+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,4.744,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,36,36,0,0.857143,-1,-1,1.4692,1.02986,0.51369,,,0,,1,1,,0.857143,3,0,0.5,0,0,1,0,0,1508,364,0,1872,0.003328,4.5917
earthquake,named,20260820T055901Z,2026-08-20T06:00:31.623388+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260824,2654167961,5,4,60,60,1,0,4,0,success,,1.859,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,8,8,0,0.666667,-1,-1,1.09861,0.0,1.0,,,0,,2,0,,0.666667,2,0,0.5,0,0,1,0,0,799,82,0,881,0.00016905,1.8343
earthquake,anon,20260820T055901Z,2026-08-20T06:00:31.029641+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,2.621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,48,1,1.0,1,1,2.69436,1.22097,0.48935,,,0,,0,2,,0.857143,3,0,0.5,0,1,1,0,0,772,131,0,903,0.000779,2.4906
earthquake,shared,20260820T055901Z,2026-08-20T06:00:33.687490+00:00,study2_semantic,probe_skel_only,,none,-1,20260824,2654167961,5,4,60,60,1,0,4,0,success,,0.021,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,4,0,0,0.666667,-1,-1,1.09861,0.0,1.0,,,,,,,,0.666667,2,0,0.5,0,0,,,,,,,,,
earthquake,shared,20260820T055901Z,2026-08-20T06:00:33.743836+00:00,study2_semantic,probe_random_edits,,none,-1,20260824,2654167961,5,4,60,60,1,0,4,0,success,,0.075,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,32,0,0,0.857143,-1,-1,1.3863,0.0,1.0,,,,,2,4,,0.666667,2,0,0.5,0,1,,,,,,,,,
earthquake,shared,20260820T055901Z,2026-08-20T06:00:33.854449+00:00,study2_semantic,probe_oracle_edits,,none,-1,20260824,2654167961,5,4,60,60,1,0,4,0,success,,0.014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,36,0,1,1.0,1,1,0.00058,0.00058,0.99995,,,,,0,2,,0.666667,2,0,0.5,0,2,,,,,,,,,
earthquake,named,20260820T055901Z,2026-08-20T06:00:32.010349+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260824,2654167961,5,4,60,60,1,0,4,0,success,,1.927,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,28,28,0,0.857143,-1,-1,1.3863,0.0,1.0,,,0,,2,2,,0.666667,2,0,0.5,0,2,1,0,0,789,155,0,944,0.00128925,1.8502
earthquake,anon,20260820T055901Z,2026-08-20T06:00:30.638867+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260823,2654167830,5,4,60,60,1,0,4,0,success,,3.645,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,36,36,0,0.857143,-1,-1,1.4692,1.02986,0.51369,,,0,,1,1,,0.857143,3,0,0.5,0,0,1,0,0,1405,287,0,1692,0.00284,3.546
earthquake,named,20260820T055901Z,2026-08-20T06:00:31.531757+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260824,2654167961,5,4,60,60,1,0,4,0,success,,3.421,0.6666666666666666,0.5,0.5714285714285715,0.6666666666666666,0.6666666666666666,0.5,0.5714285714285715,3,0.0,1,0,3,0,1,32,32,0,0.666667,-1,-1,1.38629,0.54705,0.83576,,,0,,2,4,,0.666667,2,0,0.5,0,1,1,0,0,1191,345,0,1536,0.00085293,3.3389
earthquake,anon,20260820T055901Z,2026-08-20T06:00:33.973904+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260824,2654167961,5,4,60,60,1,0,4,0,success,,1.835,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,32,32,0,0.857143,-1,-1,2.06522,0.16538,0.96696,,,0,,2,4,,0.666667,2,0,0.5,0,1,1,0,0,710,98,0,808,0.0001653,1.7464
earthquake,named,20260820T055901Z,2026-08-20T06:00:33.518580+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260824,2654167961,5,4,60,60,1,0,4,0,success,,2.373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,36,36,1,1.0,1,1,0.00058,0.00058,0.99995,,,0,,0,2,,0.666667,2,0,0.5,0,2,1,0,0,861,137,0,998,0.0008415,2.3587
earthquake,shared,20260820T055901Z,2026-08-20T06:00:35.916776+00:00,study2_semantic,oracle,,none,-1,20260825,2654168092,5,4,60,60,1,0,4,0,success,,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earthquake,shared,20260820T055901Z,2026-08-20T06:00:35.943210+00:00,study2_semantic,pc_greedy_meek,,none,-1,20260825,2654168092,5,4,60,60,1,0,4,0,success,,0.015,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,,,,,,,,,,,,,,,,,0.857143,,,,,,,,,,,,,,
earthquake,anon,20260820T055901Z,2026-08-20T06:00:34.318207+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260824,2654167961,5,4,60,60,1,0,4,0,success,,1.787,1.0,0.75,0.8571428571428571,0.28571428571428575,0.3333333333333333,0.25,0.28571428571428575,3,0.0,1,0,3,0,1,44,44,0,0.857143,-1,-1,1.38629,1.10101,0.33325,,,0,,1,3,,0.666667,2,0,0.5,0,1,1,0,0,700,135,0,835,0.0011325,1.6879
earthquake,anon,20260820T055901Z,2026-08-20T06:00:33.910468+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260824,2654167961,5,4,60,60,1,0,4,0,success,,2.953,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,38,38,0,0.857143,-1,-1,1.38629,0.55363,0.82777,,,0,,1,4,,0.666667,2,0,0.5,0,1,1,0,0,1101,294,0,1395,0.00075202,2.8628
earthquake,named,20260820T055901Z,2026-08-20T06:00:32.674412+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260824,2654167961,5,4,60,60,1,0,4,0,success,,4.852,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,30,30,0,0.857143,-1,-1,1.3863,0.0,1.0,,,0,,1,2,,0.666667,2,0,0.5,0,2,1,0,0,1509,407,0,1916,0.003544,4.7754
earthquake,named,20260820T055901Z,2026-08-20T06:00:36.132665+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260825,2654168092,5,4,60,60,1,0,4,0,success,,2.563,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,32,32,0,0.857143,-1,-1,2.03969,0.55886,0.83646,,,0,,2,1,,0.857143,3,0,0.5,0,0,1,0,0,801,115,0,916,0.00018915,2.4681
earthquake,named,20260820T055901Z,2026-08-20T06:00:36.893388+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260825,2654168092,5,4,60,60,1,0,4,0,success,,1.822,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,8,8,0,0.857143,-1,-1,1.38629,0.0,1.0,,,0,,0,0,,0.857143,3,0,0.5,0,0,1,0,0,791,111,0,902,0.00109275,1.7688
earthquake,shared,20260820T055901Z,2026-08-20T06:00:38.762520+00:00,study2_semantic,probe_skel_only,,none,-1,20260825,2654168092,5,4,60,60,1,0,4,0,success,,0.029,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,8,0,0,0.857143,-1,-1,1.38629,0.0,1.0,,,,,,,,0.857143,3,0,0.5,0,0,,,,,,,,,
earthquake,shared,20260820T055901Z,2026-08-20T06:00:38.819056+00:00,study2_semantic,probe_random_edits,,none,-1,20260825,2654168092,5,4,60,60,1,0,4,0,success,,0.126,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,0,0,0.857143,-1,-1,1.09903,0.93965,0.60949,,,,,3,4,,0.857143,3,0,0.5,0,0,,,,,,,,,
earthquake,shared,20260820T055901Z,2026-08-20T06:00:38.971799+00:00,study2_semantic,probe_oracle_edits,,none,-1,20260825,2654168092,5,4,60,60,1,0,4,0,success,,0.012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,24,0,1,1.0,1,1,0.0002,0.0002,0.99999,,,,,0,1,,0.857143,3,0,0.5,0,1,,,,,,,,,
earthquake,anon,20260820T055901Z,2026-08-20T06:00:34.983451+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260824,2654167961,5,4,60,60,1,0,4,0,success,,4.49,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,38,38,0,0.857143,-1,-1,1.3863,0.0,1.0,,,0,,1,4,,0.666667,2,0,0.5,0,2,1,0,0,1406,355,0,1761,0.003181,4.4003
earthquake,named,20260820T055901Z,2026-08-20T06:00:35.989729+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260825,2654168092,5,4,60,60,1,0,4,0,success,,4.206,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,44,44,0,0.857143,-1,-1,2.64174,0.0,1.0,,,0,,3,4,,0.857143,3,0,0.5,0,0,1,0,0,1192,434,0,1626,0.00098339,4.1093
earthquake,anon,20260820T055901Z,2026-08-20T06:00:39.006943+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260825,2654168092,5,4,60,60,1,0,4,0,success,,2.504,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,48,0,0.857143,-1,-1,1.09903,0.93965,0.60949,,,0,,3,4,,0.857143,3,0,0.5,0,1,1,0,0,1102,237,0,1339,0.00066895,2.3745
earthquake,named,20260820T055901Z,2026-08-20T06:00:37.555083+00:00,study2_semantic,probe,anthropic/claude-haiku-4.5,claude-haiku-4.5,-1,20260825,2654168092,5,4,60,60,1,0,4,0,success,,4.111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,48,1,1.0,1,1,0.06969,0.0,1.0,,,0,,1,2,,0.857143,3,0,0.5,0,1,1,0,0,1511,332,0,1843,0.003171,3.9674
earthquake,anon,20260820T055901Z,2026-08-20T06:00:40.233771+00:00,study2_semantic,probe,openai/gpt-5.4-mini,gpt-5.4-mini,-1,20260825,2654168092,5,4,60,60,1,0,4,0,success,,1.814,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,48,48,0,0.857143,-1,-1,1.10866,1.106,0.57433,,,0,,1,3,,0.857143,3,0,0.5,0,0,1,0,0,702,134,0,836,0.0011295,1.6867
earthquake,shared,20260820T055901Z,2026-08-20T06:00:42.074947+00:00,study2_semantic,oracle,,none,-1,20260826,2654168223,5,4,60,60,1,0,4,0,success,,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earthquake,shared,20260820T055901Z,2026-08-20T06:00:42.097507+00:00,study2_semantic,pc_greedy_meek,,none,-1,20260826,2654168223,5,4,60,60,1,0,4,0,success,,0.014,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,,,,,,,,,,,,,,,,,0.666667,,,,,,,,,,,,,,
earthquake,named,20260820T055901Z,2026-08-20T06:00:38.729500+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260825,2654168092,5,4,60,60,1,0,4,0,success,,3.619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,48,1,1.0,1,1,2.17472,0.93966,0.60949,,,0,,0,2,,0.857143,3,0,0.5,0,1,1,0,0,864,183,0,1047,0.000981,3.4909
earthquake,anon,20260820T055901Z,2026-08-20T06:00:39.505140+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260825,2654168092,5,4,60,60,1,0,4,0,success,,3.565,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,44,44,0,0.857143,-1,-1,2.64174,0.0,1.0,,,0,,3,4,,0.857143,3,0,0.5,0,1,1,0,0,712,105,0,817,0.0001698,3.4675
earthquake,anon,20260820T055901Z,2026-08-20T06:00:41.693403+00:00,study2_semantic,probe,google/gemini-3-flash-preview,gemini-3-flash-preview,-1,20260825,2654168092,5,4,60,60,1,0,4,0,success,,2.039,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,1,0,4,0,1,48,48,1,1.0,1,1,2.17472,0.93966,0.60949,,,0,,0,2,,0.857143,3,0,0.5,0,1,1,0,0,775,165,0,940,0.0008825,1.9127
earthquake,named,20260820T055901Z,2026-08-20T06:00:42.137894+00:00,study2_semantic,probe,qwen/qwen3-coder-30b-a3b-instruct,qwen3-coder-30b-a3b-instruct,-1,20260826,2654168223,5,4,60,60,1,0,4,0,success,,2.282,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,32,32,0,0.857143,-1,-1,1.38635,5e-05,1.0,,,0,,2,4,,0.666667,2,0,0.5,0,2,1,0,0,1191,190,0,1381,0.00062624,2.1923
earthquake,named,20260820T055901Z,2026-08-20T06:00:42.375028+00:00,study2_semantic,probe,openai/gpt-4o-mini-2024-07-18,gpt-4o-mini-2024-07-18,-1,20260826,2654168223,5,4,60,60,1,0,4,0,success,,2.151,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,32,32,0,0.857143,-1,-1,2.02997,0.00019,0.99998,,,0,,2,4,,0.666667,2,0,0.5,0,1,1,0,0,798,86,0,884,0.0001713,2.0614
earthquake,shared,20260820T055901Z,2026-08-20T06:00:44.553092+00:00,study2_semantic,probe_skel_only,,none,-1,20260826,2654168223,5,4,60,60,1,0,4,0,success,,0.018,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.6666666666666666,2,0.0,1,0,2,0,1,4,0,0,0.666667,-1,-1,1.09861,0.0,1.0,,,,,,,,0.666667,2,0,0.5,0,0,,,,,,,,,
earthquake,shared,20260820T055901Z,2026-08-20T06:00:44.595884+00:00,study2_semantic,probe_random_edits,,none,-1,20260826,2654168223,5,4,60,60,1,0,4,0,success,,0.088,1.0,0.75,0.8571428571428571,0.8571428571428571,1.0,0.75,0.8571428571428571,1,0.0,1,0,3,0,1,32,0,0,0.857143,-1,-1,1.38635,5e-05,1.0,,,,,2,4,,0.666667,2,0,0.5,0,2,,,,,,,,,
earthquake,shared,20260820T055901Z,2026-08-20T06:00:44.711293+00:00,study2_semantic,probe_oracle_edits,,none,-1,20260826,2654168223,5,4,60,60,1,0,4,0,success,,0.013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0,0,4,0,0,36,0,1,1.0,1,1,1e-05,1e-05,1.0,,,,,0,2,,0.666667,2,0,0.5,0,2,,,,,,,,,
